"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/JaneStuff/Particles/Mat2_MagnetBeacon.Mat2_MagnetBeacon","0","32","32","1","33.980843","0","0"
"/Game/JaneStuff/Particles/Mat_GreenRadial.Mat_GreenRadial","0","32","32","1","32.040981","0","0"
"/Game/ThirdPersonBP/Blueprints/RoundProgress.RoundProgress","0","30","32","1","23.354704","0","0"
"/Game/JaneStuff/Particles/Mat2_PuttyBeacon.Mat2_PuttyBeacon","0","32","32","1","32.837639","0","0"
"/Game/JaneStuff/Particles/Mat_PinkRadial.Mat_PinkRadial","0","32","32","1","30.784895","0","0"
"/Game/Materials/mat_WIPIScreen2.mat_WIPIScreen2","0","48","48","1","60.112148","0","0"
"/Game/Materials/mat_Mirror.mat_Mirror","0","24","24","1","34.158703","0","0"
"/Game/Materials/mat_1MasterVARS.mat_1MasterVARS","0","95","99","1","92.176491","0","0"
"/Game/JaneStuff/Particles/Mat_BatteryRadial.Mat_BatteryRadial","0","32","32","1","29.724714","0","0"
"/Game/Materials/mat_longshelfNonMaster.mat_longshelfNonMaster","0","24","24","1","38.258812","0","0"
"/Game/TestModels/lambert1.lambert1","0","24","24","1","41.350945","0","0"
"/Game/Materials/mat_WaterBottlePlastic.mat_WaterBottlePlastic","0","43","43","1","79.579315","0","0"
"/Game/Materials/mat_WaterBottleLabel.mat_WaterBottleLabel","0","24","24","1","32.709946","0","0"
"/Game/Materials/mat_DSi.mat_DSi","0","24","24","1","32.584213","0","0"
"/Engine/MapTemplates/Sky/M_BlackBackground.M_BlackBackground","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/BlackUnlitMaterial.BlackUnlitMaterial","0","0","8","1","0.000000","0","0"
"/Game/Materials/mat_WaterBottleCap.mat_WaterBottleCap","0","24","24","1","32.201637","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/Materials/mat_StuffedToy.mat_StuffedToy","0","24","24","1","32.499439","0","0"
"/Game/JaneStuff/Particles/Mat2_BatteryBeacon.Mat2_BatteryBeacon","0","32","32","1","28.207159","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","45","1","0.000000","0","0"
"/Game/JaneStuff/Particles/Mat_WindyKeyrRadial.Mat_WindyKeyrRadial","0","32","32","1","30.576109","0","0"
"/Game/JaneStuff/Particles/Mat2_KeyBeacon.Mat2_KeyBeacon","0","32","32","1","31.272228","0","0"
"/Game/JaneStuff/Particles/Mat_GearRadial.Mat_GearRadial","0","32","32","1","28.915504","0","0"
"/Game/JaneStuff/Particles/Mat2_GearBeacon.Mat2_GearBeacon","0","32","32","1","30.009485","0","0"
"/Game/Materials/Papers/mat_Postit_Master.mat_Postit_Master","0","49","51","1","53.407288","0","0"
"/Game/Materials/Stickers/mat_DecalMaster.mat_DecalMaster","0","34","34","1","47.835770","0","0"
"/Game/StarterContent/Materials/mat_BottlePlastic.mat_BottlePlastic","0","45","45","1","214.760361","0","0"
"/Game/Materials/Mat_WindowPane.Mat_WindowPane","0","45","45","1","207.806473","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","115","1","0.000000","0","0"
